Rank	Player ID	Player	Team	Position(s)	ADP	Min Pick	Max Pick	Difference	# Picks	Team	Team Pick
863	9965	McKenzie, Triston	CLE	P	747.91	531	749		31		
864	12538	Long, Jonathon	CHC	1B	747.94	578	749		38		
865	9782	Jimenez, Eloy	BAL	UT	747.99	498	747		19		
866	12427	Cortes, Carlos	ATH	OF	748.04	540	750		42		
867	7736	Marte, Starling	KC	UT	748.09	492	745		22		
868	11666	Martinez, Justin	ARZ	P	748.20	450	742		15		
869	12624	Arroyo, Michael	SEA	2B	748.39	532	744		20		
870	8841	Hendricks, Kyle	LAA	P	748.42	467	741		14		
871	11552	Little, Brendon	TOR	P	748.43	493	749		24		
872	11987	Miller, Erik	SF	P	748.49	406	743		20		
873	11773	Brito, Juan	CLE	2B	748.51	587	749		36		
874	11779	Feduccia, Hunter	TB	C	748.54	540	749		28		
875	11382	Noel, Jhonkensy	BAL	OF	748.58	467	745		14		
876	10109	Straw, Myles	TOR	OF	748.60	494	749		22		
877	10230	Kelenic, Jarred	ATL	OF	748.60	563	750		28		
878	11961	Montero, Keider	DET	P	748.60	535	747		31		
879	11938	Thompson, Sterlin	COL	OF	748.62	557	748		30		
880	10857	Allen, Nick	HOU	SS	748.65	338	746		16		
881	9974	Kelly, Michael	ATH	P	748.69	454	741		14		
882	10274	Taveras, Leody	BAL	OF	748.73	630	750		32		
883	9957	Hicks, Jordan	CWS	P	748.77	505	749		17		
884	11068	Houck, Tanner	BOS	P	748.78	487	706		10		
885	12495	Bolte, Henry	ATH	OF	748.79	564	750		26		
886	10415	Luciano, Marco	NYY	SS	748.81	591	749		23		
887	12607	Baumler, Carter	TEX	P	748.83	500	747		16		
888	12332	Morgan, Tre'	TB	1B	748.87	540	749		32		
889	12051	Wilken, Brock	MLW	3B	748.88	443	730		16		
890	10520	Call, Alex	LAD	OF	748.94	590	749		29		
891	11978	Mena, Cristian	ARZ	P	748.96	601	750		30		
892	10501	Herget, Jimmy	COL	P	748.99	500	750		24		
893	6696	McCutchen, Andrew	PIT	UT	749.01	522	748		19		
894	12522	Perez, Junior	ATH	OF	749.01	580	746		35		
895	8452	Pressly, Ryan	CHC	P	749.07	403	737		10		
896	10574	Alexander, Jason	HOU	P	749.07	443	750		27		
897	11165	Bazardo, Eduard	SEA	P	749.10	569	746		35		
898	11377	Suwinski, Jack	LAD	OF	749.11	578	744		25		
899	12631	Antonacci, Sam	CWS	2B	749.12	492	744		14		
900	11090	Paris, Kyren	LAA	OF	749.13	576	749		39		
901	12611	Bremner, Tyler	FA	P	749.14	559	747		22		
902	12506	De Paula, Josue	LAD	OF	749.15	482	745		15		
903	11515	Eaton, Nate	BOS	OF	749.18	453	743		12		
904	11427	Schuemann, Max	NYY	2B, 3B, SS	749.19	536	750		25		
905	12497	Reimer, Jacob	NYM	3B	749.21	522	746		21		
906	12121	Orze, Eric	MIN	P	749.22	542	750		28		
907	8363	Raley, Brooks	NYM	P	749.23	447	748		12		
908	11680	Winn, Keaton	SF	P	749.26	511	747		14		
909	12208	Evans, Logan	SEA	P	749.29	498	750		23		
910	11113	Hinds, Rece	CIN	OF	749.31	349	700		6		
911	12358	Rincones Jr., Gabriel	PHI	OF	749.32	574	750		18		
912	12500	Davalillo, David	TEX	P	749.32	583	749		34		
913	12207	Harrington, Thomas	PIT	P	749.33	484	749		17		
914	9937	Fernandez, Julian	WAS	P	749.36	433	750		28		
915	10346	Gonsolin, Tony	LAD	P	749.38	401	748		9		
916	10821	White, Eli	ATL	OF	749.38	475	749		18		
917	11970	Parker, Mitchell	WAS	P	749.38	545	746		16		
918	12423	Poulin, PJ	WAS	P	749.41	566	747		15		
919	12474	Isaac, Xavier	TB	UT	749.43	515	734		9		
920	7791	Perez, Martin	CWS	P	749.44	564	746		17		
921	9897	Loaisiga, Jonathan	NYY	P	749.44	588	748		24		
922	10293	Melendez, MJ	NYM	OF	749.44	527	750		20		
923	10604	Mattson, Isaac	PIT	P	749.46	517	746		20		
924	6918	Morton, Charlie	ATL	P	749.48	405	685		6		
925	12149	Gasper, Mickey	BOS	C	749.49	521	665		7		
926	10135	Knizner, Andrew	SEA	C	749.50	537	737		11		
927	10910	Mears, Nick	KC	P	749.52	551	740		13		
928	9290	Okert, Steven	HOU	P	749.54	553	747		16		
929	10979	Ibanez, Andy	ATH	3B	749.55	562	730		11		
930	11897	Jobe, Jackson	DET	P	749.55	461	737		8		
931	12494	Bernal, Leonardo	STL	C	749.55	321	747		7		
932	12600	Paez, Jedixson	CWS	P	749.56	439	747		13		
933	11808	Bido, Osvaldo	NYY	P	749.58	495	749		15		
934	9666	DeJong, Paul	WAS	3B	749.59	533	744		12		
935	12353	Lee, Hao-Yu	DET	3B	749.61	519	750		15		
936	11936	Takahashi, Kona	FA	P	749.62	526	748		10		
937	12536	Wenninger, Jack	NYM	P	749.69	595	749		26		
938	12368	Johnson, Ryan	LAA	P	749.70	648	750		25		
939	12525	Stephen, Khal	CLE	P	749.72	579	750		21		
940	10124	Baddoo, Akil	MLW	OF	749.73	534	750		15		
941	11227	Megill, Tylor	NYM	P	749.74	143	412		2		
942	11127	Foley, Jason	SF	P	749.75	436	747		8		
943	12387	Morgan, David	SD	P	749.78	555	737		9		
944	11620	McGarry, Griff	WAS	P	749.79	547	749		21		
945	8736	Kahnle, Tommy	DET	P	749.81	348	740		5		
946	10247	Rodriguez, Johnathan	CLE	OF	749.81	608	748		25		
947	12283	Seymour, Carson	SF	P	749.81	546	748		10		
948	7683	Miller, Shelby	CHC	P	749.85	311	740		6		
949	12122	Bigge, Hunter	TB	P	749.85	619	750		20		
950	12225	Yoho, Craig	MLW	P	749.85	585	747		16		
951	12394	Fisher, Braydon	TOR	P	749.85	559	750		14		
952	11929	Jung, Jace	DET	3B	749.86	582	745		15		
953	11447	Blanco, Ronel	HOU	P	749.87	546	736		7		
954	8773	Grichuk, Randal	KC	OF	749.89	556	748		14		
955	8963	Jackson, Alex	MIN	C	749.89	454	750		10		
956	12609	Alberto, Alexander	CWS	P	749.90	462	740		7		
957	11536	Nardi, Andrew	MIA	P	749.91	561	749		10		
958	12454	Alvarez, Andrew	WAS	P	749.92	547	750		13		
959	12322	Kang, Baek-Ho	FA	C	749.93	457	744		5		
960	12354	Pratt, Cooper	MLW	SS	749.95	588	750		12		
961	12291	Santos, Winston	TEX	P	749.97	471	749		8		
962	11468	Silseth, Chase	LAA	P	749.99	562	740		9		
963	11467	Cano, Yennier	BAL	P	750.01	525	731		8		
964	12167	Sabrowski, Erik	CLE	P	750.02	506	750		9		
965	12371	Braun, Lucas	ATL	P	750.02	595	745		10		
966	12033	Hence, Tink	STL	P	750.03	558	747		13		
967	10903	Sousa, Bennett	HOU	P	750.04	482	739		8		
968	12178	Teodosio, Bryce	LAA	OF	750.05	557	740		12		
969	11282	Feltner, Ryan	COL	P	750.06	546	746		11		
970	11393	Rodriguez, Randy	SF	P	750.07	424	733		4		
971	12405	Rodriguez, Bradgley	SD	P	750.07	335	737		6		
972	11969	Herz, DJ	WAS	P	750.11	597	742		11		
973	12582	Areinamo, Jadher	TB	SS	750.12	567	745		12		
974	11617	Malloy, Justyn-Henry	TB	OF	750.14	547	742		8		
975	12542	Velazquez , Ralphy	CLE	1B	750.14	610	746		15		
976	12005	Drohan, Shane	MLW	P	750.15	548	750		11		
977	12078	Cannon, Jonathan	CWS	P	750.15	564	750		8		
978	9107	Anderson, Tyler	LAA	P	750.18	589	736		8		
979	12537	Gonzalez, Gabriel	MIN	OF	750.18	595	746		15		
980	7384	Robertson, David	PHI	P	750.23	582	734		7		
981	9461	Mancini, Trey	CHC	1B	750.23	532	746		10		
982	12141	Hurter, Brant	DET	P	750.24	555	750		11		
983	7150	Kershaw, Clayton	LAD	P	750.25	400	725		3		
984	9525	Enns, Dietrich	BAL	P	750.25	596	749		12		
985	12526	Neighbors, Tyson	BAL	P	750.26	558	744		6		
986	9805	Wisdom, Patrick	CHC	1B	750.28	544	595		3		
987	10271	Wade Jr., LaMonte	LAA	OF, 1B	750.28	604	743		7		
988	12410	Granillo, Andre	WAS	P	750.30	594	743		10		
989	9907	Siri, Jose	NYM	OF	750.32	515	750		11		
990	10850	Adams, Riley	WAS	C	750.32	574	734		7		
991	12534	Ward, Braiden	COL	OF	750.34	409	745		3		
992	9781	Rodgers, Brendan	HOU	2B	750.36	485	537		2		
993	11383	Tena, Jose	WAS	3B	750.36	510	750		9		
994	11774	Smith-Shawver, AJ	ATL	P	750.36	469	551		2		
995	11166	Santos, Gregory	SEA	P	750.38	590	750		9		
996	11171	Falter, Bailey	KC	P	750.38	564	744		7		
997	10448	Clarke, Taylor	ARZ	P	750.40	512	705		3		
998	12540	Drake, Kohl	ARZ	P	750.40	661	743		13		
999	12581	Keegan, Dom	TB	C	750.40	505	734		5		
1000	10790	Abbott, Cory	WAS	P	750.42	313	313		1		
1001	10138	Allen, Austin	ATH	C	750.45	340	340		1		
1002	12069	Gordon, Colton	HOU	P	750.45	467	745		3		
1003	12508	Murphy, Owen	ATL	P	750.45	591	745		14		
1004	11784	Scholtens, Jesse	TB	P	750.46	646	750		15		
1005	12559	Valencia, Eduardo	DET	C	750.46	678	750		11		
1006	10677	Brown, Seth	ATH	OF	750.47	620	670		4		
1007	11141	Johnson, Seth	PHI	P	750.48	548	564		2		
1008	11896	Thorpe, Drew	CWS	P	750.48	619	732		4		
1009	11643	Rojas, Johan	PHI	OF	750.49	585	721		6		
1010	11842	Meckler, Wade	LAA	OF	750.49	554	732		4		
1011	12223	Young, Brandon	BAL	P	750.50	607	727		5		
1012	12269	Hoglund, Gunnar	ATH	P	750.51	648	719		5		
1013	12523	Carrigg, Cole	COL	OF	750.51	577	738		6		
1014	11391	Cabrera, Oswaldo	NYY	3B	750.52	444	747		4		
1015	11406	Wiemer, Joey	WAS	OF	750.52	577	742		4		
1016	12173	Lockridge, Brandon	MLW	OF	750.52	625	735		7		
1017	12520	Franklin, Christian	WAS	OF	750.52	567	750		9		
1018	12620	Duno, Alfredo	CIN	C	750.52	588	684		3		
1019	12621	Davidson, Bo	SF	OF	750.52	575	750		8		
1020	10608	Helman, Michael	TEX	OF	750.53	546	741		6		
1021	12151	Wagner, Will	SD	3B	750.53	649	749		8		
1022	12370	Koss, Christian	SF	2B	750.53	642	708		5		
1023	9547	Junis, Jakob	TEX	P	750.54	687	750		13		
1024	12123	Gordon, Tanner	COL	P	750.54	486	730		4		
1025	9563	Banda, Anthony	MIN	P	750.55	584	750		6		
1026	12138	Sogard, Nick	BOS	1B	750.55	580	746		5		
1027	12306	Sandlin, David	CWS	P	750.55	629	750		6		
1028	12462	Guzman, Denzer	LAA	SS	750.57	605	735		6		
1029	9967	Solak, Nick	PIT	1B	750.58	548	724		3		
1030	12081	Rivas, Leo	SEA	2B	750.58	625	742		6		
1031	7867	Iglesias, Jose	SD	SS, 2B, 3B	750.59	675	737		6		
1032	12402	Winkler, Jack	MIA	2B	750.59	446	446		1		
1033	10060	Festa, Matt	CLE	P	750.60	566	730		4		
1034	12270	Lugo, Matthew	LAA	OF	750.61	589	688		3		
1035	12286	Mey, Luis	CIN	P	750.61	579	732		5		
1036	12382	Gibson, Cade	MIA	P	750.61	564	647		2		
1037	11058	Knack, Landon	LAD	P	750.62	667	739		6		
1038	11313	Lee, Korey	CWS	C	750.62	590	750		6		
1039	12298	Ullola, Miguel	HOU	P	750.62	687	727		7		
1040	12513	Genao, Angel	CLE	SS	750.62	641	733		6		
1041	9264	Candelario, Jeimer	CIN	3B	750.63	685	723		6		
1042	10280	Medina, Luis	ATH	P	750.63	481	746		2		
1043	11096	Peguero, Liover	PIT	SS	750.63	647	724		4		
1044	12429	Garcia, Brandyn	ARZ	P	750.63	574	726		4		
1045	11569	Liberato, Luis	SD	OF	750.64	483	483		1		
1046	12125	Diaz, Yilber	ARZ	P	750.64	669	741		5		
1047	12409	Robertson, Will	BAL	OF	750.64	484	484		1		
1048	11914	Romo, Drew	CWS	C	750.65	622	708		3		
1049	9987	Brujan, Vidal	NYM	3B	750.66	588	656		2		
1050	11646	Munoz, Roddery	HOU	P	750.66	495	495		1		
1051	12545	Glasser, Phillip	WAS	OF	750.66	671	740		8		
1052	12615	De Leon, Luis	BAL	P	750.66	624	746		6		
1053	7183	Carrasco, Carlos	ATL	P	750.67	507	507		1		
1054	12205	Morris, Andrew	MIN	P	750.67	660	747		6		
1055	10001	Toro, Abraham	BOS	1B	750.68	521	744		2		
1056	10007	McCormick, Chas	HOU	OF	750.68	633	695		3		
1057	11303	Severino, Anderson	CWS	P	750.68	511	511		1		
1058	11781	Salazar, Cesar	HOU	C	750.68	658	744		5		
1059	11658	Ramos, Bryan	BAL	3B	750.69	595	748		6		
1060	11812	Hudson, Bryan	NYM	P	750.69	519	519		1		
1061	11951	Triantos, James	CHC	2B	750.69	683	746		7		
1062	8969	Arroyo, Christian	BOS	2B	750.70	573	703		2		
1063	9361	Green, Chad	TOR	P	750.70	570	709		2		
1064	9783	Meadows, Austin	DET	OF	750.70	523	523		1		
1065	10420	Martinez, Orelvis	TOR	2B	750.70	632	747		4		
1066	10683	Haggerty, Sam	TEX	OF	750.70	658	745		7		
1067	12106	Bivens, Spencer	SF	P	750.70	583	747		3		
1068	12234	Eeles, Payton	MIN	SS	750.70	563	735		3		
1069	12457	Harris, Hayden	ATL	P	750.71	533	533		1		
1070	8647	Winker, Jesse	NYM	UT	750.72	606	742		5		
1071	8699	McGuire, Reese	CHC	C	750.72	571	718		2		
1072	10343	Ornelas, Tirso	SD	OF	750.72	687	748		6		
1073	12568	Rojas, Kendry	MIN	P	750.72	671	747		7		
1074	11851	McCoy, Mason	SD	SS	750.73	549	549		1		
1075	12380	Morillo, Juan	ARZ	P	750.73	586	713		2		
1076	12533	Groover, LuJames	ARZ	3B	750.73	640	660		2		
1077	7760	Kimbrel, Craig	HOU	P	750.74	588	720		2		
1078	8225	Rendon, Anthony	LAA	3B	750.74	553	553		1		
1079	8890	Strickland, Hunter	LAA	P	750.74	555	555		1		
1080	9635	Phillips, Evan	LAD	P	750.74	673	738		5		
1081	10670	Rojas, Josh	CWS	2B, 3B	750.74	559	559		1		
1082	8494	Thielbar, Caleb	CHC	P	750.75	649	743		4		
1083	12221	Agnos, Zach	COL	P	750.75	647	666		2		
1084	12510	Hess, Ben	NYY	P	750.75	692	738		5		
1085	8716	Jackson, Luke	SEA	P	750.76	568	568		1		
1086	10487	Sborz, Josh	TEX	P	750.76	578	743		2		
1087	12390	Thomas, Rhylan	SEA	OF	750.76	634	727		3		
1088	9253	Garrett, Amir	LAA	P	750.77	580	580		1		
1089	9578	Blackburn, Paul	NYY	P	750.77	638	693		2		
1090	10585	Weissert, Greg	BOS	P	750.77	578	578		1		
1091	11966	Blalock, Bradley	MIA	P	750.77	658	713		3		
1092	12256	Rock, Joe	TB	P	750.77	646	745		5		
1093	8526	Dickerson, Corey	WAS	OF	750.78	583	583		1		
1094	8669	Urias, Julio	LAD	P	750.78	599	739		2		
1095	9733	Curtiss, John	ARZ	P	750.78	584	584		1		
1096	11582	Mervis, Matt	WAS	1B	750.78	635	744		5		
1097	11731	Varland, Gus	WAS	P	750.78	618	717		2		
1098	12455	Farris, Mitch	LAA	P	750.78	605	729		2		
1099	12630	Sinnard, Luke	ATL	P	750.78	692	739		4		
1100	11062	Lange, Alex	KC	P	750.79	593	593		1		
1101	11526	Johnson, Bryce	SD	OF	750.79	687	739		5		
1102	11618	Cedeno, Leandro	SD	1B	750.79	592	592		1		
1103	12267	Cabrera, Jean	PHI	P	750.79	592	592		1		
1104	11689	Headrick, Brent	NYY	P	750.80	707	747		5		
1105	12539	Fedko, Kyler	MIN	OF	750.80	645	744		3		
1106	10778	Rodriguez, Manuel	TB	P	750.81	656	705		2		
1107	11573	Young, Jared	NYM	UT	750.81	655	747		4		
1108	8653	Gray, Jon	TEX	P	750.82	617	617		1		
1109	10326	Hentges, Sam	SF	P	750.82	670	732		3		
1110	11318	Rangel, Alan	PHI	P	750.82	676	738		3		
1111	9537	Farmer, Kyle	COL	2B	750.83	681	697		2		
1112	10276	Allen, Logan	ARZ	P	750.83	624	624		1		
1113	10470	Suarez, Jose	ATL	P	750.83	629	748		2		
1114	12560	Cruz, Trei	DET	SS	750.83	661	750		4		
1115	10442	Webb, Jacob	CHC	P	750.84	628	628		1		
1116	10714	Hill, Derek	CWS	OF	750.84	696	734		3		
1117	11142	Callihan, Tyler	CIN	OF	750.84	664	716		2		
1118	11967	Kochanowicz, Jack	LAA	P	750.84	634	634		1		
1119	12002	Spence, Mitch	KC	P	750.84	644	740		2		
1120	12156	Whitcomb, Shay	HOU	2B	750.84	713	742		5		
1121	12421	Nunez, Eduarniel	ATH	P	750.84	671	745		3		
1122	12543	Bennett, Jake	BOS	P	750.84	653	747		4		
1123	9153	Diaz, Elias	SD	C	750.85	676	742		4		
1124	12442	Seymour, Bob	TB	1B	750.85	669	738		3		
1125	12524	Nichols, TJ	TB	P	750.85	721	725		4		
1126	12239	Sisk, Evan	PIT	P	750.86	646	646		1		
1127	8431	Hedges, Austin	CLE	C	750.87	667	740		2		
1128	11144	Marsh, Alec	KC	P	750.87	653	653		1		
1129	11238	Eder, Jake	WAS	P	750.87	650	650		1		
1130	12558	Liranzo, Thayron	DET	C	750.87	699	705		2		
1131	9589	Milner, Hoby	CHC	P	750.88	663	663		1		
1132	9886	Alzolay, Adbert	CHC	P	750.88	726	748		7		
1133	10483	Burke, Brock	CIN	P	750.88	688	743		3		
1134	12004	Fernandez, Ryan	STL	P	750.88	712	736		3		
1135	12275	Halpin, Petey	CLE	OF	750.88	683	730		2		
1136	12499	Lambert, Ryan	NYM	P	750.88	693	716		2		
1137	12504	Thomas, Jared	COL	2B	750.88	674	738		2		
1138	9239	Leclerc, Jose	ATH	P	750.89	668	668		1		
1139	10152	Graterol, Brusdar	LAD	P	750.89	714	743		4		
1140	10678	Garcia, Rico	BAL	P	750.89	667	667		1		
1141	11078	MacIver, Willie	TEX	C	750.89	704	712		2		
1142	12187	Gusto, Ryan	MIA	P	750.89	719	740		4		
1143	12446	Sommers, Drew	DET	P	750.89	678	745		2		
1144	12507	Miyagi, Hiroya	FA	P	750.89	669	669		1		
1145	10113	Berti, Jon	CHC	3B	750.90	713	714		2		
1146	11849	Millas, Drew	WAS	C	750.90	704	721		2		
1147	12042	Harris, Brett	ATH	3B	750.90	698	745		3		
1148	12334	Grissom Jr., Marquis	WAS	P	750.90	673	673		1		
1149	11198	Leon, Pedro	PHI	OF	750.91	695	740		2		
1150	11726	Englert, Mason	TB	P	750.91	684	684		1		
1151	12515	Milbrandt, Karson	MIA	P	750.91	703	734		2		
1152	12593	Forret, Michael	BAL	P	750.91	703	746		3		
1153	8222	Sano, Miguel	LAA	3B	750.92	693	693		1		
1154	11247	De La Cruz, Bryan	NYY	OF	750.92	706	738		2		
1155	11578	Brennan, Will	SF	OF	750.92	714	728		2		
1156	11716	France, J.P.	HOU	P	750.92	711	733		2		
1157	11869	Nicolas, Kyle	PIT	P	750.92	719	745		3		
1158	12157	Kavadas, Niko	LAA	1B	750.92	692	692		1		
1159	12509	Santucci, Jonathan	NYM	P	750.92	725	743		4		
1160	10129	Canario, Alexander	PIT	OF	750.93	697	697		1		
1161	10750	Hendrix, Ryan	ARZ	P	750.93	698	698		1		
1162	11765	Dodd, Dylan	ATL	P	750.93	697	697		1		
1163	12048	Hill, Jaden	COL	P	750.93	725	749		4		
1164	12610	Wood, Gage	PHI	P	750.93	731	750		6		
1165	12633	Hicks, James	HOU	P	750.93	707	741		2		
1166	8679	Smith, Dominic	SF	1B	750.94	722	734		2		
1167	9210	Clevinger, Mike	CWS	P	750.94	705	705		1		
1168	10267	Robinson, Kristian	ARZ	OF	750.94	738	746		4		
1169	10977	Rutledge, Jackson	WAS	P	750.94	709	709		1		
1170	11635	Berroa, Prelander	CWS	P	750.94	725	730		2		
1171	11640	Taylor, Samad	SEA	OF	750.94	705	705		1		
1172	11993	Church, Marc	TEX	P	750.94	709	709		1		
1173	12447	Brown, McCade	COL	P	750.94	707	707		1		
1174	8670	Heaney, Andrew	LAD	P	750.95	716	716		1		
1175	10324	Vilade, Ryan	TB	OF	750.95	722	740		2		
1176	10840	Mesa Jr., Victor	TB	OF	750.95	732	732		2		
1177	11294	Moreta, Dauri	PIT	P	750.95	725	750		3		
1178	11422	Waldichuk, Ken	WAS	P	750.95	726	740		2		
1179	11612	Loftin, Nick	KC	OF	750.95	717	717		1		
1180	11665	Barrosa, Jorge	ARZ	OF	750.95	711	711		1		
1181	12117	Bellozo, Valente	MIA	P	750.95	711	711		1		
1182	12383	Schultz, Paxton	WAS	P	750.95	717	717		1		
1183	8931	Drury, Brandon	LAA	2B	750.96	724	724		1		
1184	10352	Beck, Tristan	SF	P	750.96	729	743		2		
1185	10952	Gray, Tristan	MIN	2B	750.96	720	720		1		
1186	11339	Bride, Jonah	MIN	3B	750.96	723	723		1		
1187	11388	Bowlan, Jonathan	PHI	P	750.96	723	749		2		
1188	11991	Curet, Yoniel	PHI	P	750.96	721	721		1		
1189	12541	Martorella, Nathan	MIA	1B	750.96	729	746		2		
1190	12612	King, Seaver	FA	SS	750.96	728	743		2		
1191	9448	Peralta, Wandy	SD	P	750.97	725	725		1		
1192	9869	Perez, Cionel	BAL	P	750.97	729	748		2		
1193	10849	Shuster, Jared	ATH	P	750.97	726	726		1		
1194	11626	Valdez, Enmanuel	PIT	1B	750.97	733	743		2		
1195	11915	Rodriguez, Carlos	MLW	P	750.97	726	726		1		
1196	12102	Otanez, Michel	TEX	P	750.97	728	728		1		
1197	12153	Ribalta, Orlando	WAS	P	750.97	728	728		1		
1198	12182	Walters, Andrew	CLE	P	750.97	732	749		2		
1199	12230	Rosario, Alejandro	TEX	P	750.97	728	728		1		
1200	12285	Raya, Marco	MIN	P	750.97	737	746		3		
1201	12365	Cijntje, Jurrangelo	SEA	P	750.97	731	731		1		
1202	12432	Ohl, Pierson	COL	P	750.97	735	749		3		
1203	12531	Nunez, Anthony	BAL	P	750.97	727	727		1		
1204	12596	Furman, Nate	SF	2B	750.97	728	728		1		
1205	8007	Wilson, Justin	BOS	P	750.98	737	737		1		
1206	10919	Thompson, Keegan	COL	P	750.98	737	737		1		
1207	10963	Fairchild, Stuart	TB	OF	750.98	738	738		1		
1208	11815	Waldron, Matt	SD	P	750.98	742	747		2		
1209	11819	Mederos, Victor	LAA	P	750.98	738	738		1		
1210	11918	Madden, Ty	DET	P	750.98	737	737		1		
1211	12140	Bachar, Lake	MIA	P	750.98	733	733		1		
1212	12339	Schreck, RJ	TOR	OF	750.98	742	743		2		
1213	12349	Barnett, Mason	ATH	P	750.98	737	737		1		
1214	12356	Elko, Tim	CWS	1B	750.98	735	735		1		
1215	12616	Scarborough, Caden	TEX	P	750.98	738	738		1		
1216	8644	Bryant, Kris	COL	UT	750.99	743	743		1		
1217	10160	Biggio, Cavan	KC	OF	750.99	745	745		1		
1218	10297	Madrigal, Nick	NYM	3B	750.99	740	740		1		
1219	10301	Lopez, Nicky	CHC	3B	750.99	743	743		1		
1220	10877	Williamson, Brandon	CIN	P	750.99	742	742		1		
1221	11656	Clase, Jonatan	TOR	OF	750.99	745	745		1		
1222	12587	Mautz, Brycen	STL	P	750.99	743	743		1		
1223	12627	Watson, Will	NYM	P	750.99	743	743		1		
1224	9959	Quantrill, Cal	ATL	P	751.00	750	750		1		
1225	10188	Waters, Drew	KC	OF	751.00	748	748		1		
