#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
237,Mark Vientos,NYM,102,441,20,52,63,1,7.20%,26.00%,0.2,0.299,0.25,0.311,0.45,0.328,113,-1,6,-9.9,1.1
238,Nick Fortes,TBR,79,314,8,33,32,2,6.00%,17.40%,0.124,0.255,0.228,0.287,0.353,0.282,78,-0.3,-8.4,6,1.1
239,Christian Moore,LAA,104,448,12,50,48,8,9.00%,30.60%,0.142,0.315,0.229,0.302,0.371,0.295,87,-0.1,-7,2.3,1.1
240,Jake Mangum,PIT,79,343,3,35,33,13,4.80%,16.60%,0.097,0.333,0.282,0.321,0.378,0.306,94,0.5,-2.1,1,1
241,Jake Rogers,DET,45,179,6,21,21,1,8.20%,29.20%,0.163,0.274,0.213,0.283,0.377,0.288,83,-0.2,-3.8,5.5,1
242,Joey Bart,PIT,76,301,7,32,31,1,9.90%,27.90%,0.13,0.319,0.238,0.327,0.368,0.31,96,-0.8,-2.3,3.3,1
243,Edouard Julien,COL,97,420,11,48,42,5,13.10%,28.30%,0.146,0.341,0.249,0.354,0.395,0.332,99,-0.9,-1.3,-2.6,1
244,Lourdes Gurriel Jr.,ARI,109,469,15,52,61,7,5.80%,15.90%,0.163,0.289,0.266,0.314,0.428,0.321,104,-0.4,2,-7.6,1
245,Blaze Alexander,BAL,66,287,7,30,31,5,8.60%,29.90%,0.134,0.321,0.232,0.315,0.366,0.302,94,-0.4,-2.4,2.5,1
246,Jacob Young,WSN,73,315,3,36,27,16,6.90%,18.10%,0.081,0.304,0.251,0.313,0.332,0.288,83,1,-5.4,4.8,1
247,Miguel Amaya,CHC,75,298,8,32,36,1,7.20%,21.00%,0.149,0.282,0.24,0.308,0.389,0.305,96,-0.6,-1.9,2.6,1
248,Colt Emerson,SEA,76,329,6,35,33,5,8.70%,22.00%,0.116,0.282,0.228,0.307,0.344,0.289,90,-0.3,-4.2,2.5,1
249,Joe Mack,MIA,73,289,9,31,33,3,7.40%,27.80%,0.148,0.279,0.219,0.285,0.368,0.286,80,-0.2,-7,7,1
250,Marcelo Mayer,BOS,92,399,11,48,46,4,7.20%,23.10%,0.156,0.296,0.245,0.302,0.401,0.305,90,-0.4,-5.1,0.9,1
251,Victor Robles,SEA,76,329,6,37,32,17,6.60%,21.70%,0.12,0.303,0.246,0.314,0.366,0.301,98,0.9,0.2,-2,1
252,Wenceel Pérez,DET,109,469,12,55,54,10,8.00%,21.60%,0.156,0.285,0.24,0.305,0.396,0.305,95,0.3,-2.6,-4.1,1
253,Brady House,WSN,126,546,15,57,63,6,4.60%,27.10%,0.137,0.312,0.245,0.283,0.381,0.288,83,-0.6,-11.7,2.9,1
254,Owen Caissie,MIA,94,406,13,47,47,4,9.90%,31.00%,0.166,0.33,0.24,0.32,0.406,0.317,101,-0.5,0.2,-4.3,1
255,Trevor Larnach,MIN,99,427,13,50,49,3,10.10%,23.40%,0.161,0.3,0.249,0.327,0.41,0.321,105,-0.9,1.6,-7.1,0.9
256,Max Muncy,ATH,73,315,9,34,39,3,6.20%,27.80%,0.15,0.316,0.243,0.301,0.393,0.302,90,-0.6,-4.3,2.7,0.9
257,Logan O'Hoppe,LAA,112,445,19,47,54,2,6.90%,28.00%,0.177,0.284,0.232,0.293,0.409,0.305,93,-1.5,-5,3.3,0.9
258,Austin Martin,MIN,81,350,3,40,30,12,11.00%,16.70%,0.091,0.303,0.254,0.347,0.345,0.312,98,0.2,-0.4,-2.5,0.9
259,José Caballero,NYY,71,308,6,37,29,31,10.20%,25.30%,0.114,0.287,0.22,0.313,0.334,0.291,86,2.3,-2.8,1.2,0.9
260,Henry Davis,PIT,71,282,8,31,30,4,8.10%,25.80%,0.149,0.279,0.224,0.302,0.373,0.297,87,-0.4,-4.7,4.4,0.9
261,Luis Rengifo,MIL,100,434,9,45,45,10,6.40%,18.10%,0.124,0.29,0.251,0.305,0.375,0.298,91,0,-4.9,-0.7,0.9
262,Jake McCarthy,COL,81,350,6,45,34,14,6.90%,16.60%,0.131,0.319,0.275,0.336,0.406,0.325,94,1.3,-1,-1.8,0.9
263,Mickey Moniak,COL,112,483,21,62,69,9,5.00%,24.60%,0.215,0.315,0.266,0.308,0.481,0.336,102,-0.6,0.6,-7.9,0.9
264,Austin Hays,CHW,112,483,16,58,56,6,6.70%,25.00%,0.172,0.3,0.246,0.302,0.418,0.31,98,-0.1,-1.3,-6.6,0.9
265,Edmundo Sosa,PHI,57,245,7,28,30,3,3.90%,22.80%,0.162,0.302,0.253,0.296,0.415,0.308,95,0,-1.5,1.7,0.9
266,Romy Gonzalez,BOS,55,238,7,29,31,6,5.30%,24.60%,0.164,0.334,0.269,0.312,0.433,0.32,101,-0.3,-0.1,0.3,0.9
267,Luisangel Acuña,CHW,92,399,5,47,34,21,6.10%,18.40%,0.089,0.3,0.251,0.299,0.34,0.282,79,1.5,-8.5,3.1,0.9
268,Dalton Rushing,LAD,42,168,6,21,22,1,10.50%,27.70%,0.182,0.286,0.229,0.323,0.411,0.321,106,-0.3,0.9,2.3,0.8
269,Sung-Mun Song,SDP,70,301,6,33,30,6,7.90%,17.00%,0.121,0.276,0.243,0.304,0.363,0.292,89,0.2,-3.6,1.7,0.8
270,Dominic Canzone,SEA,97,420,16,49,53,4,7.30%,22.90%,0.178,0.284,0.245,0.304,0.423,0.313,107,-0.8,2.6,-9,0.8
271,Hunter Feduccia,TBR,66,262,5,28,24,1,11.40%,26.10%,0.126,0.29,0.222,0.312,0.348,0.295,87,-0.4,-4.6,2.8,0.8
272,Zach Cole,HOU,97,420,14,49,52,11,8.70%,39.40%,0.179,0.338,0.216,0.294,0.395,0.3,92,0,-4.1,-2.6,0.8
273,Tyler Heineman,TOR,39,154,3,16,14,2,8.70%,20.30%,0.104,0.272,0.224,0.309,0.328,0.286,82,-0.2,-3.4,4.4,0.8
274,Giancarlo Stanton,NYY,96,413,24,48,65,0,9.70%,30.80%,0.234,0.267,0.225,0.303,0.459,0.325,110,-1.3,3.5,-10.2,0.8
275,Harry Ford,WSN,60,245,5,28,25,4,11.30%,22.50%,0.123,0.287,0.232,0.331,0.355,0.308,96,-0.3,-1.4,0.7,0.8
276,Luis Campusano,SDP,50,203,6,24,24,1,9.70%,20.00%,0.153,0.284,0.247,0.324,0.4,0.318,107,-0.2,1.5,0.5,0.8
277,Colby Thomas,ATH,60,259,9,31,36,4,5.80%,30.00%,0.186,0.316,0.242,0.298,0.428,0.314,98,-0.2,-0.9,-0.6,0.8
278,Travis Bazzana,CLE,55,238,5,30,24,4,11.30%,29.00%,0.131,0.298,0.217,0.315,0.348,0.297,90,-0.1,-2.8,1.9,0.8
279,Matt Shaw,CHC,58,252,8,32,30,9,9.30%,19.60%,0.164,0.278,0.244,0.321,0.408,0.319,106,0.4,2.1,-3.1,0.7
280,Vaughn Grissom,LAA,60,259,5,30,26,4,7.60%,19.30%,0.123,0.294,0.25,0.316,0.373,0.304,93,0,-2.2,0.5,0.7
281,Jorge Soler,LAA,117,504,22,59,62,1,10.30%,27.40%,0.197,0.273,0.226,0.313,0.423,0.32,104,-1.5,0.8,-10.9,0.7
282,Paul Goldschmidt,NYY,89,385,12,47,45,4,8.80%,22.60%,0.156,0.308,0.256,0.325,0.412,0.32,106,-0.7,2,-8.1,0.7
283,Chandler Simpson,TBR,105,455,1,55,37,41,5.70%,10.60%,0.057,0.32,0.287,0.328,0.345,0.298,89,3.7,-2.4,-6.3,0.7
284,Alek Thomas,ARI,89,385,9,44,41,7,5.50%,22.80%,0.139,0.296,0.243,0.29,0.382,0.292,85,0.6,-6.4,0.3,0.7
285,Austin Hedges,CLE,36,141,3,12,12,1,8.00%,26.60%,0.108,0.242,0.191,0.264,0.299,0.252,59,-0.3,-7,5.4,0.7
286,Andrew Vaughn,MIL,130,560,20,57,74,1,7.30%,19.80%,0.171,0.276,0.246,0.307,0.417,0.315,102,-1.6,-0.3,-11.7,0.7
287,David Hamilton,MIL,44,189,5,24,19,16,8.70%,24.30%,0.136,0.276,0.223,0.294,0.359,0.288,84,1.6,-2,2.3,0.7
288,Rhys Hoskins,CLE,100,434,17,48,54,2,11.00%,27.50%,0.186,0.273,0.223,0.316,0.409,0.316,104,-1.3,0.5,-8.9,0.7
289,José Fermín,STL,44,189,3,22,19,6,11.00%,12.00%,0.122,0.261,0.242,0.34,0.365,0.315,103,0,0.8,-0.5,0.7
290,Tyler Freeman,COL,79,343,5,43,32,13,7.80%,12.50%,0.112,0.304,0.274,0.354,0.386,0.329,97,0.3,-1,-3.9,0.7
291,CJ Kayfus,CLE,55,238,7,27,28,3,9.00%,27.50%,0.168,0.318,0.243,0.321,0.411,0.319,106,-0.1,1.5,-3.2,0.7
292,Gavin Sheets,SDP,113,490,16,49,59,2,8.20%,20.50%,0.163,0.274,0.24,0.307,0.403,0.309,101,-1.2,-0.8,-9.2,0.7
293,Casey Schmitt,SFG,49,210,7,23,25,1,6.80%,22.60%,0.156,0.294,0.248,0.305,0.403,0.308,99,-0.3,-0.6,0,0.7
294,Pavin Smith,ARI,105,455,13,52,52,3,12.40%,25.50%,0.155,0.3,0.237,0.333,0.391,0.319,103,-1.2,0.5,-9.3,0.6
295,J.C. Escarra,NYY,32,130,3,14,14,1,9.40%,18.10%,0.134,0.269,0.235,0.313,0.369,0.301,93,-0.2,-1.3,1.6,0.6
296,Carson Benge,NYM,84,364,9,46,41,8,9.30%,21.70%,0.144,0.291,0.241,0.32,0.385,0.309,101,0.2,0.5,-6.3,0.6
297,Spencer Steer,CIN,87,378,12,43,47,6,9.70%,21.30%,0.17,0.274,0.237,0.319,0.407,0.318,99,-0.1,-0.8,-5.7,0.6
298,Jordan Beck,COL,134,581,17,66,65,17,8.00%,27.70%,0.162,0.329,0.252,0.315,0.414,0.317,89,0.4,-7.1,-6.1,0.6
299,George Valera,CLE,84,364,13,44,41,2,10.00%,28.30%,0.167,0.296,0.231,0.312,0.399,0.311,100,-0.7,-0.6,-5.8,0.6
300,Coby Mayo,BAL,34,147,6,18,19,1,8.90%,27.80%,0.198,0.289,0.233,0.309,0.431,0.32,107,-0.1,1,0,0.6
301,JJ Bleday,CIN,78,336,14,42,43,2,11.00%,22.70%,0.195,0.261,0.23,0.317,0.424,0.322,101,-0.7,-0.2,-5,0.6
302,Miguel Rojas,LAD,39,168,3,19,17,3,6.70%,13.60%,0.118,0.28,0.256,0.311,0.374,0.301,92,-0.1,-1.6,2.1,0.6
303,Edgar Quero,CHW,112,466,10,45,48,1,8.90%,18.20%,0.113,0.293,0.252,0.326,0.365,0.307,96,-1.3,-3.8,-4.6,0.6
304,Jeremiah Jackson,BAL,60,259,9,29,32,4,4.80%,22.90%,0.167,0.286,0.244,0.285,0.411,0.3,93,-0.4,-2.6,-0.4,0.6
305,Drew Millas,WSN,36,141,2,15,14,3,7.90%,16.90%,0.119,0.285,0.247,0.31,0.366,0.296,88,0.2,-1.8,2.8,0.6
306,Braxton Fulford,COL,52,205,6,24,25,2,7.50%,26.70%,0.16,0.314,0.244,0.316,0.405,0.315,88,-0.2,-3.2,4.5,0.6
307,Jesse Winker,,63,273,7,31,29,4,13.50%,21.60%,0.145,0.29,0.239,0.351,0.384,0.327,109,-0.8,2.2,-5.5,0.6
308,Jake Bauers,MIL,73,315,13,37,38,8,12.10%,30.30%,0.193,0.277,0.216,0.316,0.408,0.316,103,0.1,1.3,-5.8,0.6
309,Alex Call,LAD,32,140,4,17,16,2,12.30%,18.80%,0.15,0.276,0.24,0.344,0.389,0.326,109,-0.2,1.3,-0.1,0.6
310,Kyle Karros,COL,50,217,3,25,22,2,8.70%,22.80%,0.12,0.331,0.261,0.332,0.381,0.314,87,-0.2,-3.6,2.2,0.6
311,Nasim Nuñez,WSN,65,280,3,33,23,22,9.90%,23.50%,0.076,0.295,0.227,0.307,0.303,0.276,75,1.8,-6.6,3.1,0.6
312,Blake Perkins,MIL,50,217,4,25,21,7,10.50%,27.30%,0.119,0.298,0.223,0.308,0.342,0.29,85,0.3,-3.7,2.3,0.6
313,Graham Pauley,MIA,70,301,8,34,33,4,8.70%,20.10%,0.15,0.264,0.229,0.303,0.379,0.299,89,-0.2,-4.1,-0.1,0.6
314,Ryan Ritter,COL,45,196,5,24,22,3,7.60%,25.90%,0.152,0.328,0.253,0.323,0.405,0.318,90,0,-2.3,1.5,0.6
315,Kody Clemens,MIN,53,231,9,28,30,2,7.10%,24.20%,0.194,0.267,0.231,0.292,0.424,0.309,96,-0.1,-1,-1.2,0.6
316,Travis d'Arnaud,LAA,58,231,7,23,25,0,6.20%,28.40%,0.16,0.274,0.216,0.276,0.376,0.285,79,-0.6,-6.2,4.3,0.6
317,Luke Raley,SEA,73,315,11,36,37,5,7.40%,30.40%,0.165,0.295,0.222,0.308,0.387,0.307,102,-0.3,0.6,-5.8,0.6
318,Leo Rivas,SEA,37,161,2,19,14,7,14.20%,25.10%,0.086,0.288,0.215,0.334,0.301,0.293,93,0.4,-1,1.1,0.6
319,Miguel Andujar,SDP,84,364,9,39,44,2,5.50%,14.70%,0.141,0.3,0.274,0.317,0.415,0.317,106,-0.6,2.2,-8.7,0.6
320,Jake Fraley,TBR,94,406,10,45,43,13,9.20%,20.50%,0.128,0.288,0.243,0.32,0.37,0.305,94,0,-3.1,-5.4,0.6
321,Ben Williamson,TBR,53,231,2,24,21,5,6.90%,20.80%,0.095,0.314,0.251,0.311,0.347,0.291,84,0,-4.4,1.9,0.6
322,José Tena,WSN,49,210,4,22,21,6,7.00%,25.30%,0.12,0.329,0.253,0.308,0.373,0.299,90,0,-2.5,0.9,0.6
323,Mauricio Dubón,ATL,78,336,5,38,33,3,5.00%,12.20%,0.108,0.28,0.258,0.297,0.366,0.29,84,-0.3,-6.7,1,0.6
324,Justyn-Henry Malloy,TBR,47,203,5,24,22,1,13.20%,27.20%,0.143,0.317,0.239,0.349,0.381,0.326,108,-0.3,1.7,-3.2,0.6
325,Joey Loperfido,HOU,92,399,12,45,48,7,6.70%,27.90%,0.154,0.31,0.239,0.301,0.392,0.302,93,-0.2,-3.4,-4.9,0.6
326,Andrés Chaparro,WSN,62,266,9,29,33,1,8.30%,23.80%,0.173,0.285,0.239,0.309,0.413,0.313,100,-0.3,-0.3,-3.2,0.5
327,Moisés Ballesteros,CHC,81,347,8,37,41,2,8.10%,17.20%,0.136,0.3,0.264,0.327,0.4,0.317,104,-0.7,1.1,-7.2,0.5
328,César Salazar,HOU,42,166,3,17,17,1,9.00%,20.50%,0.113,0.247,0.209,0.304,0.322,0.282,80,-0.3,-4.2,3.2,0.5
329,Thomas Saggese,STL,47,203,4,22,21,2,6.00%,25.20%,0.125,0.318,0.249,0.301,0.374,0.296,91,-0.2,-2.5,0.9,0.5
330,Rob Refsnyder,SEA,62,266,8,31,31,3,10.50%,28.00%,0.156,0.305,0.234,0.323,0.39,0.313,107,-0.4,1.8,-5.7,0.5
